ID
10490993
8637647
10514454
22789958
20898476
69982533
20120255
15844425
21138877
81874628
20630946
81086436
10218339
20730959
15114174
64493027
10202345
87779516
20390027
76755449
39721045
21101658
50108598
45115248
50301675
68525196
20964295
50103093
82624422
20225925
20944237
50105725
50400259
14452889
20242958
11632851
74753465
50105987
92113025
20532115
20299973
11331231
31908032
50108750
46000440
8109170
20197364
20683921
21191200
21362537
20706215
20726273
20500815
20453625
76867532
89546375
20297791
482428
44749170
20834164
50103129
50107583
20447343
60922329
90544686
20177982
21145740
84642424
70421820
10222853
21000630
11455530
5498462
21140119
20911508
55177253
20798913
21411323
20185860
10436131
20187042
20956867
37527863
15387421
39989287
72650337
20922259
20240514
77239958
20179164
10246987
33477756
21402016
10901987
6073025
86408244
50409370
82317494
85065193
26631069
52509923
50107619
21293107
17929065
21413181
27313862
36951779
20214850
50100932
20275399
43074402
20173942
20963578
10516762
50102376
15196848
14641578
87410220
50109477
20767628
29821047
20280666
10510090
20271359
21002524
10100862
20946545
46910335
50109215
82684406
50305165
65736039
92393245
50108048
20283691
31726180
50301387
1243685
50405330
20416210
20254588
8132197
36773029
11200645
46547648
10277308
10460587
50105437
20925996
20774339
10101291
70917649
11440263
20267709
11612505
44019405
84732827
23004922
20927178
50404163
85171938
68015667
20904509
50101659
20682204
60747316
50108462
21157370
89903942
20821943
50400385
68914513
11619606
91018909
50500136
50104008
15218541
20376029
92371267
10101327
10292311
11460357
50500550
10866165
43485807
10557081
20152393
20594407
50109927
10101589
20156469
20260284
10438999
17219510
50103255
15712086
20236838
20819999
50406057
67185070
89001223
20561642
20569910
94144536
18920002
92613520
39800111
50300408
63874408
60725338
20251391
15495024
10394182
15138884
10100574
20105242
50108912
21274866
20139850
4576591
21193068
10248033
11606935
10435090
21406218
35072859
20221273
30282435
94722642
83984043
21117192
20154287
20989910
33411712
75990666
36379623
50302004
14498577
50301099
21236608
22868024
70153803
50402017
50300822
50405042
11310844
69432088
66754397
20501668
20610726
11319389
50106578
35286551
71727427
20583594
11652071
20371236
50402693
20504017
51668135
51815338
20996621
56432243
10473384
20998065
4879843
11615242
20907246
20201891
76647134
47236602
21183160
20195344
50106730
32383679
20933324
20205705
20646778
11327005
37251992
50401264
11389397
7265221
20249897
10405008
21274280
20906079
18414513
78353027
10298957
57978756
20204538
92996364
50302978
75675336
54122640
20124321
20358955
11165535
37178462
20920239
11616707
50402729
95919181
50104134
70883578
25300551
21125782
11326252
50101523
20232474
54104440
15176592
24039289
50101785
10205244
67725478
20906493
20201927
9032080
50303145
87645445
86903794
89614402
10478041
21001933
81852640
61827429
50301963
20254902
27481601
10221262
9650662
10684501
46246604
64358179
66406040
50108886
20348895
51624179
21407511
52311825
20153984
50100770
20147440
5102083
39484737
20139562
10669174
77330002
20124619
11631558
20674902
20233939
20311676
90267190
20143248
21145876
77143621
16068769
45566083
35941263
89164957
50104846
20559562
51520126
24310553
21411459
90447310
20914669
50107871
20656964
53772202
36830117
21189544
41285665
20201189
50197261
91707643
11259716
10315029
24747976
2899847
5689621
20237131
20254164
7287209
85666580
20602974
3283241
84653463
20252720
50106442
2525608
20892128
46369736
20939708
3430444
11353057
21403733
21123636
11392518
79590778
11345331
51400993
21190619
20251553
77891596
36492755
21402304
21176459
98953007
65001607
20112377
20779834
20983400
22776575
21111718
21000180
20207013
72777797
55897318
11157783
20865035
99746564
61029627
